time,buy,sell
2017-06-27 13:37:53,82323,75375
2017-06-27 13:37:55,82323,75375
2017-06-27 13:37:57,82323,75375
2017-06-27 13:37:59,82323,75375
2017-06-27 13:38:01,82323,75375
2017-06-27 13:38:03,82323,75375
2017-06-27 13:38:05,82324,75375
2017-06-27 13:38:07,82324,75375
2017-06-27 13:38:09,82324,75375
2017-06-27 13:38:11,82324,75375
2017-06-27 13:38:13,82324,75375
2017-06-27 13:38:16,82324,75375
2017-06-27 13:38:18,82324,75375
2017-06-27 13:38:20,82324,75375
2017-06-27 13:38:22,82324,75375
2017-06-27 13:38:24,82324,75375
2017-06-27 13:38:26,82324,75375
2017-06-27 13:38:28,82324,75375
2017-06-27 13:38:30,82324,75375
2017-06-27 13:38:32,82324,75375
2017-06-27 13:38:35,82324,75375
2017-06-27 13:38:37,82324,75375
2017-06-27 13:38:39,82324,75375
2017-06-27 13:38:41,82324,75375
2017-06-27 13:38:43,82324,75375
2017-06-27 13:38:45,82324,75375
2017-06-27 13:38:47,82324,75375
2017-06-27 13:38:49,82324,75375
2017-06-27 13:38:51,82324,75375
2017-06-27 13:38:53,82324,75375
2017-06-27 13:38:55,82324,75375
2017-06-27 13:38:57,82324,75375
2017-06-27 13:38:59,82324,75375
2017-06-27 13:39:01,82324,75375
2017-06-27 13:39:03,82324,75375
2017-06-27 13:39:06,82456,75045
2017-06-27 13:39:08,82456,75045
2017-06-27 13:39:10,82456,75045
2017-06-27 13:39:12,82456,75045
2017-06-27 13:39:14,82456,75045
2017-06-27 13:39:16,82456,75045
2017-06-27 13:39:18,82456,75045
2017-06-27 13:39:20,82456,75045
2017-06-27 13:39:22,82456,75045
2017-06-27 13:39:24,82456,75045
2017-06-27 13:39:26,82456,75045
2017-06-27 13:39:29,82456,75045
2017-06-27 13:39:31,82456,75045
2017-06-27 13:39:33,82456,75045
2017-06-27 13:39:35,82456,75045
2017-06-27 13:39:37,82456,75045
2017-06-27 13:39:39,82456,75045
2017-06-27 13:39:41,82456,75045
2017-06-27 13:39:43,82456,75045
2017-06-27 13:39:45,82456,75045
2017-06-27 13:39:47,82456,75045
2017-06-27 13:39:49,82456,75045
2017-06-27 13:39:51,82456,75045
2017-06-27 13:39:54,82456,75045
2017-06-27 13:39:56,82456,75045
2017-06-27 13:39:58,82456,75045
2017-06-27 13:40:00,82456,75045
2017-06-27 13:40:02,82456,75045
2017-06-27 13:40:04,82456,75045
2017-06-27 13:40:06,82324,75046
2017-06-27 13:40:08,82324,75046
2017-06-27 13:40:10,82324,75046
2017-06-27 13:40:12,82324,75046
2017-06-27 13:40:15,82324,75046
2017-06-27 13:40:17,82324,75046
2017-06-27 13:40:19,82324,75046
2017-06-27 13:40:21,82324,75046
2017-06-27 13:40:23,82324,75046
2017-06-27 13:40:25,82324,75046
2017-06-27 13:40:27,82324,75046
2017-06-27 13:40:29,82324,75046
2017-06-27 13:40:31,82324,75046
2017-06-27 13:40:33,82324,75046
2017-06-27 13:40:35,82324,75046
2017-06-27 13:40:37,82324,75046
2017-06-27 13:40:39,82324,75046
2017-06-27 13:40:42,82324,75046
2017-06-27 13:40:44,82324,75046
2017-06-27 13:40:46,82324,75046
2017-06-27 13:40:48,82324,75046
2017-06-27 13:40:50,82324,75046
2017-06-27 13:40:52,82324,75046
2017-06-27 13:40:54,82324,75046
2017-06-27 13:40:56,82324,75046
2017-06-27 13:40:58,82324,75046
2017-06-27 13:41:00,82324,75046
2017-06-27 13:41:02,82324,75046
2017-06-27 13:41:04,82324,75046
2017-06-27 13:41:06,82335,75375
2017-06-27 13:41:08,82335,75375
2017-06-27 13:41:11,82335,75375
2017-06-27 13:41:13,82335,75375
2017-06-27 13:41:15,82335,75375
2017-06-27 13:41:17,82335,75375
2017-06-27 13:41:19,82335,75375
2017-06-27 13:41:21,82335,75375
2017-06-27 13:41:23,82335,75375
2017-06-27 13:41:25,82335,75375
2017-06-27 13:41:27,82335,75375
2017-06-27 13:41:29,82335,75375
2017-06-27 13:41:31,82335,75375
2017-06-27 13:41:33,82335,75375
2017-06-27 13:41:35,82335,75375
2017-06-27 13:41:37,82335,75375
2017-06-27 13:41:40,82335,75375
2017-06-27 13:41:42,82335,75375
2017-06-27 13:41:44,82335,75375
2017-06-27 13:41:46,82335,75375
2017-06-27 13:41:48,82335,75375
2017-06-27 13:41:50,82335,75375
2017-06-27 13:41:52,82335,75375
2017-06-27 13:41:54,82335,75375
2017-06-27 13:41:56,82335,75375
2017-06-27 13:41:58,82335,75375
2017-06-27 13:42:00,82335,75375
2017-06-27 13:42:02,82335,75375
2017-06-27 13:42:04,82335,75375
2017-06-27 13:42:06,82323,75375
2017-06-27 13:42:08,82323,75375
2017-06-27 13:42:10,82323,75375
2017-06-27 13:42:13,82323,75375
2017-06-27 13:42:15,82323,75375
2017-06-27 13:42:17,82323,75375
2017-06-27 13:42:19,82323,75375
2017-06-27 13:42:21,82323,75375
2017-06-27 13:42:23,82323,75375
2017-06-27 13:42:25,82323,75375
2017-06-27 13:42:27,82323,75375
2017-06-27 13:42:29,82323,75375
2017-06-27 13:42:31,82323,75375
2017-06-27 13:42:33,82323,75375
2017-06-27 13:42:35,82323,75375
2017-06-27 13:42:37,82323,75375
2017-06-27 13:42:39,82323,75375
2017-06-27 13:42:41,82323,75375
2017-06-27 13:42:43,82323,75375
2017-06-27 13:42:46,82323,75375
2017-06-27 13:42:48,82323,75375
2017-06-27 13:42:50,82323,75375
2017-06-27 13:42:52,82323,75375
2017-06-27 13:42:54,82323,75375
2017-06-27 13:42:56,82323,75375
2017-06-27 13:42:58,82323,75375
2017-06-27 13:43:00,82323,75375
2017-06-27 13:43:02,82323,75375
2017-06-27 13:43:04,82323,75375
2017-06-27 13:43:06,82335,75375
2017-06-27 13:43:08,82335,75375
2017-06-27 13:43:10,82335,75375
2017-06-27 13:43:12,82335,75375
2017-06-27 13:43:15,82335,75375
2017-06-27 13:43:17,82335,75375
2017-06-27 13:43:19,82335,75375
2017-06-27 13:43:21,82335,75375
2017-06-27 13:43:23,82335,75375
2017-06-27 13:43:25,82335,75375
2017-06-27 13:43:27,82335,75375
2017-06-27 13:43:29,82335,75375
2017-06-27 13:43:31,82335,75375
2017-06-27 13:43:33,82335,75375
2017-06-27 13:43:35,82335,75375
2017-06-27 13:43:37,82335,75375
2017-06-27 13:43:39,82335,75375
2017-06-27 13:43:41,82335,75375
2017-06-27 13:43:43,82335,75375
2017-06-27 13:43:46,82335,75375
2017-06-27 13:43:48,82335,75375
2017-06-27 13:43:50,82335,75375
2017-06-27 13:43:52,82335,75375
2017-06-27 13:43:54,82335,75375
2017-06-27 13:43:56,82335,75375
2017-06-27 13:43:58,82335,75375
2017-06-27 13:44:00,82335,75375
2017-06-27 13:44:02,82335,75375
2017-06-27 13:44:04,82335,75375
2017-06-27 13:44:06,82323,75045
2017-06-27 13:44:08,82323,75045
2017-06-27 13:44:10,82323,75045
2017-06-27 13:44:12,82323,75045
2017-06-27 13:44:14,82323,75045
2017-06-27 13:44:16,82323,75045
2017-06-27 13:44:19,82323,75045
2017-06-27 13:44:21,82323,75045
2017-06-27 13:44:23,82323,75045
2017-06-27 13:44:25,82323,75045
2017-06-27 13:44:27,82323,75045
2017-06-27 13:44:29,82323,75045
2017-06-27 13:44:31,82323,75045
2017-06-27 13:44:33,82323,75045
2017-06-27 13:44:35,82323,75045
2017-06-27 13:44:37,82323,75045
2017-06-27 13:44:39,82323,75045
2017-06-27 13:44:41,82323,75045
2017-06-27 13:44:43,82323,75045
2017-06-27 13:44:45,82323,75045
2017-06-27 13:44:47,82323,75045
2017-06-27 13:44:50,82323,75045
2017-06-27 13:44:52,82323,75045
2017-06-27 13:44:54,82323,75045
2017-06-27 13:44:56,82323,75045
2017-06-27 13:44:58,82323,75045
2017-06-27 13:45:00,82323,75045
2017-06-27 13:45:02,82323,75045
2017-06-27 13:45:04,82323,75045
2017-06-27 13:45:06,82300,75170
2017-06-27 13:45:08,82300,75170
2017-06-27 13:45:10,82300,75170
2017-06-27 13:45:12,82300,75170
2017-06-27 13:45:14,82300,75170
2017-06-27 13:45:16,82300,75170
2017-06-27 13:45:18,82300,75170
2017-06-27 13:45:20,82300,75170
2017-06-27 13:45:22,82300,75170
2017-06-27 13:45:25,82300,75170
2017-06-27 13:45:27,82300,75170
2017-06-27 13:45:29,82300,75170
2017-06-27 13:45:31,82300,75170
2017-06-27 13:45:33,82300,75170
2017-06-27 13:45:35,82300,75170
2017-06-27 13:45:37,82300,75170
2017-06-27 13:45:39,82300,75170
2017-06-27 13:45:41,82300,75170
2017-06-27 13:45:43,82300,75170
2017-06-27 13:45:45,82300,75170
2017-06-27 13:45:47,82300,75170
2017-06-27 13:45:49,82300,75170
2017-06-27 13:45:51,82300,75170
2017-06-27 13:45:53,82300,75170
2017-06-27 13:45:55,82300,75170
2017-06-27 13:45:58,82300,75170
2017-06-27 13:46:00,82300,75170
2017-06-27 13:46:02,82300,75170
2017-06-27 13:46:04,82300,75170
