time,buy,sell
2017-06-24 01:22:26,87327,82888
2017-06-24 01:22:28,87327,82888
2017-06-24 01:22:30,87327,82888
2017-06-24 01:22:32,87327,82888
2017-06-24 01:22:34,87327,82888
2017-06-24 01:22:36,87327,82888
2017-06-24 01:22:38,87327,82888
2017-06-24 01:22:40,87327,82888
2017-06-24 01:22:42,87327,82888
2017-06-24 01:22:44,87327,82888
2017-06-24 01:22:46,87327,82888
2017-06-24 01:22:48,87327,82888
2017-06-24 01:22:50,87327,82888
2017-06-24 01:22:53,87327,82888
2017-06-24 01:22:55,87327,82888
2017-06-24 01:22:57,87327,82888
2017-06-24 01:22:59,87327,82888
2017-06-24 01:23:01,87327,82888
2017-06-24 01:23:03,87327,82888
2017-06-24 01:23:05,87327,82888
2017-06-24 01:23:07,87327,82888
2017-06-24 01:23:09,87327,82888
2017-06-24 01:23:11,87327,82888
2017-06-24 01:23:13,87327,82888
2017-06-24 01:23:15,87327,82888
2017-06-24 01:23:17,87139,82915
2017-06-24 01:23:19,87139,82915
2017-06-24 01:23:22,87139,82915
2017-06-24 01:23:24,87139,82915
2017-06-24 01:23:26,87139,82915
2017-06-24 01:23:28,87139,82915
2017-06-24 01:23:30,87139,82915
2017-06-24 01:23:32,87139,82915
2017-06-24 01:23:34,87139,82915
2017-06-24 01:23:36,87139,82915
2017-06-24 01:23:38,87139,82915
2017-06-24 01:23:40,87139,82915
2017-06-24 01:23:42,87139,82915
2017-06-24 01:23:44,87139,82915
2017-06-24 01:23:46,87139,82915
2017-06-24 01:23:48,87139,82915
2017-06-24 01:23:50,87139,82915
2017-06-24 01:23:52,87139,82915
2017-06-24 01:23:55,87139,82915
2017-06-24 01:23:57,87139,82915
2017-06-24 01:23:59,87139,82915
2017-06-24 01:24:01,87139,82915
2017-06-24 01:24:03,87139,82915
2017-06-24 01:24:05,87139,82915
2017-06-24 01:24:07,87139,82915
2017-06-24 01:24:09,87139,82915
2017-06-24 01:24:11,87139,82915
2017-06-24 01:24:13,87139,82915
2017-06-24 01:24:15,87239,82915
2017-06-24 01:24:17,87239,82915
2017-06-24 01:24:19,87239,82915
2017-06-24 01:24:21,87239,82915
2017-06-24 01:24:24,87239,82915
2017-06-24 01:24:26,87239,82915
2017-06-24 01:24:28,87239,82915
2017-06-24 01:24:30,87239,82915
2017-06-24 01:24:32,87239,82915
2017-06-24 01:24:34,87239,82915
2017-06-24 01:24:36,87239,82915
2017-06-24 01:24:38,87239,82915
2017-06-24 01:24:40,87239,82915
2017-06-24 01:24:42,87239,82915
2017-06-24 01:24:44,87239,82915
2017-06-24 01:24:46,87239,82915
2017-06-24 01:24:48,87239,82915
2017-06-24 01:24:50,87239,82915
2017-06-24 01:24:52,87239,82915
2017-06-24 01:24:54,87239,82915
2017-06-24 01:24:57,87239,82915
2017-06-24 01:24:59,87239,82915
2017-06-24 01:25:01,87239,82915
2017-06-24 01:25:03,87239,82915
2017-06-24 01:25:05,87239,82915
2017-06-24 01:25:07,87239,82915
2017-06-24 01:25:09,87239,82915
2017-06-24 01:25:11,87239,82915
2017-06-24 01:25:13,87239,82915
2017-06-24 01:25:15,87239,82773
2017-06-24 01:25:17,87239,82773
2017-06-24 01:25:19,87239,82773
2017-06-24 01:25:21,87239,82773
2017-06-24 01:25:23,87239,82773
2017-06-24 01:25:26,87239,82773
2017-06-24 01:25:28,87239,82773
2017-06-24 01:25:30,87239,82773
2017-06-24 01:25:32,87239,82773
2017-06-24 01:25:34,87239,82773
2017-06-24 01:25:36,87239,82773
2017-06-24 01:25:38,87239,82773
2017-06-24 01:25:40,87239,82773
2017-06-24 01:25:42,87239,82773
2017-06-24 01:25:44,87239,82773
2017-06-24 01:25:46,87239,82773
2017-06-24 01:25:48,87239,82773
2017-06-24 01:25:50,87239,82773
2017-06-24 01:25:52,87239,82773
2017-06-24 01:25:54,87239,82773
2017-06-24 01:25:57,87239,82773
2017-06-24 01:25:59,87239,82773
2017-06-24 01:26:01,87239,82773
2017-06-24 01:26:03,87239,82773
2017-06-24 01:26:05,87239,82773
2017-06-24 01:26:07,87239,82773
2017-06-24 01:26:09,87239,82773
2017-06-24 01:26:11,87239,82773
2017-06-24 01:26:13,87239,82773
2017-06-24 01:26:15,87327,82942
2017-06-24 01:26:17,87327,82942
2017-06-24 01:26:19,87327,82942
2017-06-24 01:26:22,87327,82942
2017-06-24 01:26:24,87327,82942
2017-06-24 01:26:26,87327,82942
2017-06-24 01:26:28,87327,82942
2017-06-24 01:26:30,87327,82942
2017-06-24 01:26:32,87327,82942
2017-06-24 01:26:34,87327,82942
2017-06-24 01:26:36,87327,82942
2017-06-24 01:26:38,87327,82942
2017-06-24 01:26:40,87327,82942
2017-06-24 01:26:42,87327,82942
2017-06-24 01:26:44,87327,82942
2017-06-24 01:26:46,87327,82942
2017-06-24 01:26:48,87327,82942
2017-06-24 01:26:50,87327,82942
2017-06-24 01:26:52,87327,82942
2017-06-24 01:26:55,87327,82942
2017-06-24 01:26:57,87327,82942
2017-06-24 01:26:59,87327,82942
2017-06-24 01:27:01,87327,82942
2017-06-24 01:27:03,87327,82942
2017-06-24 01:27:05,87327,82942
2017-06-24 01:27:07,87327,82942
2017-06-24 01:27:09,87327,82942
2017-06-24 01:27:11,87327,82942
2017-06-24 01:27:13,87327,82942
2017-06-24 01:27:15,87327,82942
2017-06-24 01:27:17,87327,82942
2017-06-24 01:27:19,87327,82942
2017-06-24 01:27:21,87327,82942
2017-06-24 01:27:23,87327,82942
2017-06-24 01:27:26,87327,82942
2017-06-24 01:27:28,87327,82942
2017-06-24 01:27:30,87327,82942
2017-06-24 01:27:32,87327,82942
2017-06-24 01:27:34,87327,82942
2017-06-24 01:27:36,87327,82942
2017-06-24 01:27:38,87327,82942
2017-06-24 01:27:40,87327,82942
2017-06-24 01:27:42,87327,82942
2017-06-24 01:27:44,87327,82942
2017-06-24 01:27:46,87327,82942
2017-06-24 01:27:48,87327,82942
2017-06-24 01:27:50,87327,82942
2017-06-24 01:27:52,87327,82942
2017-06-24 01:27:54,87327,82942
2017-06-24 01:27:57,87327,82942
2017-06-24 01:27:59,87327,82942
2017-06-24 01:28:01,87327,82942
2017-06-24 01:28:03,87327,82942
2017-06-24 01:28:05,87327,82942
2017-06-24 01:28:07,87327,82942
2017-06-24 01:28:09,87327,82942
2017-06-24 01:28:11,87327,82942
2017-06-24 01:28:13,87327,82942
2017-06-24 01:28:15,87327,82888
2017-06-24 01:28:17,87327,82888
2017-06-24 01:28:19,87327,82888
2017-06-24 01:28:21,87327,82888
2017-06-24 01:28:23,87327,82888
2017-06-24 01:28:26,87327,82888
2017-06-24 01:28:28,87327,82888
2017-06-24 01:28:30,87327,82888
2017-06-24 01:28:32,87327,82888
2017-06-24 01:28:34,87327,82888
2017-06-24 01:28:36,87327,82888
2017-06-24 01:28:38,87327,82888
2017-06-24 01:28:40,87327,82888
2017-06-24 01:28:42,87327,82888
2017-06-24 01:28:44,87327,82888
2017-06-24 01:28:46,87327,82888
2017-06-24 01:28:48,87327,82888
2017-06-24 01:28:50,87327,82888
2017-06-24 01:28:52,87327,82888
2017-06-24 01:28:54,87327,82888
2017-06-24 01:28:56,87327,82888
2017-06-24 01:28:58,87327,82888
2017-06-24 01:29:01,87327,82888
2017-06-24 01:29:03,87327,82888
2017-06-24 01:29:05,87327,82888
2017-06-24 01:29:07,87327,82888
2017-06-24 01:29:09,87327,82888
2017-06-24 01:29:11,87327,82888
2017-06-24 01:29:13,87327,82888
2017-06-24 01:29:15,87327,82888
2017-06-24 01:29:17,87327,82915
2017-06-24 01:29:19,87327,82915
2017-06-24 01:29:21,87327,82915
2017-06-24 01:29:23,87327,82915
2017-06-24 01:29:25,87327,82915
2017-06-24 01:29:27,87327,82915
2017-06-24 01:29:29,87327,82915
2017-06-24 01:29:31,87327,82915
2017-06-24 01:29:33,87327,82915
2017-06-24 01:29:36,87327,82915
2017-06-24 01:29:38,87327,82915
2017-06-24 01:29:40,87327,82915
2017-06-24 01:29:42,87327,82915
2017-06-24 01:29:44,87327,82915
2017-06-24 01:29:46,87327,82915
2017-06-24 01:29:48,87327,82915
2017-06-24 01:29:50,87327,82915
2017-06-24 01:29:52,87327,82915
2017-06-24 01:29:54,87327,82915
2017-06-24 01:29:56,87327,82915
2017-06-24 01:29:58,87327,82915
2017-06-24 01:30:00,87327,82915
2017-06-24 01:30:03,87327,82915
2017-06-24 01:30:05,87327,82915
2017-06-24 01:30:07,87327,82915
2017-06-24 01:30:09,87327,82915
2017-06-24 01:30:11,87327,82915
2017-06-24 01:30:13,87327,82915
2017-06-24 01:30:15,87327,82915
2017-06-24 01:30:17,87327,82915
2017-06-24 01:30:19,87327,82915
2017-06-24 01:30:21,87327,82915
2017-06-24 01:30:23,87327,82915
2017-06-24 01:30:25,87327,82915
2017-06-24 01:30:27,87327,82915
2017-06-24 01:30:29,87327,82915
2017-06-24 01:30:31,87327,82915
2017-06-24 01:30:33,87327,82915
2017-06-24 01:30:35,87327,82915
2017-06-24 01:30:37,87327,82915
2017-06-24 01:30:40,87327,82915
2017-06-24 01:30:42,87327,82915
2017-06-24 01:30:44,87327,82915
2017-06-24 01:30:46,87327,82915
2017-06-24 01:30:48,87327,82915
2017-06-24 01:30:50,87327,82915
2017-06-24 01:30:52,87327,82915
2017-06-24 01:30:54,87327,82915
2017-06-24 01:30:56,87327,82915
2017-06-24 01:30:58,87327,82915
2017-06-24 01:31:00,87327,82915
2017-06-24 01:31:02,87327,82915
2017-06-24 01:31:04,87327,82915
2017-06-24 01:31:06,87327,82915
2017-06-24 01:31:08,87327,82915
2017-06-24 01:31:10,87327,82915
2017-06-24 01:31:13,87327,82915
2017-06-24 01:31:15,87327,82915
2017-06-24 01:31:17,87327,82709
2017-06-24 01:31:19,87327,82709
